Symbol,Series,Date,Prev Close,Open Price,High Price,Low Price,Last Price,Close Price,Average Price,Total Traded Quantity,Turnover,No. of Trades,Deliverable Qty,% Dly Qt to Traded Qty
HCLTECH,EQ,22-Mar-21,960.45,960.45,982.45,944.6,977.05,978.75,967.35,4745254,4590319099,118618,1890607,39.84
HCLTECH,EQ,23-Mar-21,978.75,983.65,992.9,971.8,981,980.85,982.19,5158305,5066421079,135696,2022448,39.21
HCLTECH,EQ,24-Mar-21,980.85,971.05,984.75,965.8,974.55,975.65,977.25,3874331,3786179052,88387,1527159,39.42
HCLTECH,EQ,25-Mar-21,975.65,970,974.5,950,962,957.05,965.24,4879437,4709828580,110892,2225205,45.6
HCLTECH,EQ,26-Mar-21,957.05,965,975,953.8,960,958.55,962.8,4271178,4112272426,96782,2107168,49.33
HCLTECH,EQ,30-Mar-21,958.55,965,1000.8,964.45,995.1,995.8,986.21,5475051,5399551433,121367,2381501,43.5
HCLTECH,EQ,31-Mar-21,995.8,1000,1000,978.65,984.1,982.65,988.7,4445140,4394922519,91412,1481223,33.32
HCLTECH,EQ,1-Apr-21,982.65,992,1013.5,990.6,1000.6,1002.6,1004.36,5269079,5292029105,97439,1518707,28.82
HCLTECH,EQ,5-Apr-21,1002.6,1007,1040,1002.6,1034.55,1033.5,1022.68,9452833,9667201514,235092,3361126,35.56
HCLTECH,EQ,6-Apr-21,1033.5,1039,1040.6,1020.25,1029,1028.4,1028.99,4260257,4383777398,126271,1757118,41.24
HCLTECH,EQ,7-Apr-21,1028.4,1031,1045,1024.7,1037,1037.2,1034.68,3551106,3674264938,105511,1629345,45.88
HCLTECH,EQ,8-Apr-21,1037.2,1044,1054.4,1031.65,1037.15,1037.5,1041.24,4852068,5052173109,120480,2184456,45.02
HCLTECH,EQ,9-Apr-21,1037.5,1042.1,1054.8,1034.15,1043.05,1045.4,1044.97,3708082,3874842000,82356,1637896,44.17
HCLTECH,EQ,12-Apr-21,1045.4,1042.95,1042.95,1001.2,1012.95,1009.4,1015.97,5976427,6071895753,141109,2890337,48.36
HCLTECH,EQ,13-Apr-21,1009.4,1012.5,1020.8,972.2,988.3,983.4,991.02,7773994,7704218738,191456,3429972,44.12
HCLTECH,EQ,15-Apr-21,983.4,968,994.7,958.75,994,991.9,976.91,7430279,7258737461,210308,3553281,47.82
HCLTECH,EQ,16-Apr-21,991.9,1000,1016.8,994.5,1016,1012.75,1009.97,4677808,4724444556,80815,2120186,45.32
HCLTECH,EQ,19-Apr-21,1012.75,996,1028.45,987.85,990,994.6,1008.95,6239343,6295207034,141513,1916983,30.72
HCLTECH,EQ,20-Apr-21,994.6,1006,1006,957,960.9,961.3,972.08,9742418,9470362573,211611,3459107,35.51
HCLTECH,EQ,22-Apr-21,961.3,966,971.9,955.3,960.8,961.9,963.72,4970596,4790276449,124163,1915843,38.54
HCLTECH,EQ,23-Apr-21,961.9,964,974.85,950.2,956.5,955.65,962.69,6023490,5798744596,125365,1708688,28.37
HCLTECH,EQ,26-Apr-21,955.65,940,954.5,923.05,930,928.8,931.7,19619972,18279965686,311431,9218485,46.99
HCLTECH,EQ,27-Apr-21,928.8,931,938.55,923.4,930.3,928.85,928.06,6406825,5945938317,180458,3233276,50.47
HCLTECH,EQ,28-Apr-21,928.85,931.2,935.85,921.75,925.9,923.8,926.63,6845677,6343402930,228230,3890178,56.83
HCLTECH,EQ,29-Apr-21,923.8,929.7,929.7,907.1,910.3,909.55,914.34,8588734,7852987703,363122,4041614,47.06
HCLTECH,EQ,30-Apr-21,909.55,905,915,895.4,900.1,898.95,904.98,10921664,9883911214,465056,6189272,56.67
HCLTECH,EQ,3-May-21,898.95,898.75,910.45,891,909.9,907.7,903.47,6871176,6207872991,192077,3707743,53.96
HCLTECH,EQ,4-May-21,907.7,910,915,899.25,902.95,900.95,907.88,6217026,5644301124,168209,4062318,65.34
HCLTECH,EQ,5-May-21,900.95,903.95,910.8,900.6,910.15,909.4,906.28,2696835,2444085189,101282,1203503,44.63
HCLTECH,EQ,6-May-21,909.4,912,923.9,901.25,915.2,916,911.9,6319104,5762420236,143748,3197706,50.6
HCLTECH,EQ,7-May-21,916,918,921.4,913.7,915.55,916.4,917.07,"36,51,558","3,34,87,26,455.40",78952,"21,14,655",57.91
HCLTECH,EQ,10-May-21,916.4,918.05,921.6,910.2,913.95,913.95,914.15,"40,29,147","3,68,32,35,546.45","1,24,563","24,13,906",59.91
