Symbol,Series,Date,Prev Close,Open Price,High Price,Low Price,Last Price,Close Price,Average Price,Total Traded Quantity,Turnover,No. of Trades,Deliverable Qty,% Dly Qt to Traded Qty
HCLTECH,EQ,14-May-20,528.75,519.4,527.55,514.35,515,517.45,522,3741679,1953170072,80074,1484762,39.68
HCLTECH,EQ,15-May-20,517.45,517.95,517.95,505.25,512.2,511.25,510.91,4895771,2501283542,92194,2238195,45.72
HCLTECH,EQ,18-May-20,511.25,514.7,518.65,507.5,513,510.75,512.45,5159670,2644092703,88086,2126591,41.22
HCLTECH,EQ,19-May-20,510.75,512,520.5,506.2,519.2,518.25,515.32,3967055,2044283725,66640,1412137,35.6
HCLTECH,EQ,20-May-20,518.25,515.05,528.65,515,526.4,526.75,524.14,3138733,1645123000,69200,1187246,37.83
HCLTECH,EQ,21-May-20,526.75,529.8,537.5,523.4,534.9,534.85,531.05,4523685,2402305200,85794,2581112,57.06
HCLTECH,EQ,22-May-20,534.85,533.65,535,523,531.45,530.4,529.42,6410485,3393840793,88894,3781198,58.98
HCLTECH,EQ,26-May-20,530.4,530,536.5,520.25,527.5,524,529.01,4055697,2145521329,80198,2143830,52.86
HCLTECH,EQ,27-May-20,524,529.7,533.9,516,527.2,530.95,524.45,4828848,2532469094,85742,2470307,51.16
HCLTECH,EQ,28-May-20,530.95,531,546,523,543.9,542.65,534.35,4492817,2400751812,97391,1909764,42.51
HCLTECH,EQ,29-May-20,542.65,540,555,536.7,552,550.25,548.18,7853814,4305327792,111025,4201970,53.5
HCLTECH,EQ,1-Jun-20,550.25,557,573.4,555.5,557,559.75,565.68,4503607,2547616414,80585,1684330,37.4
HCLTECH,EQ,2-Jun-20,559.75,559.3,567.75,550,562.95,560.2,560.98,2930073,1643708343,72773,1145041,39.08
HCLTECH,EQ,3-Jun-20,560.2,564,568.4,557,565.3,562.8,562.01,4202273,2361720133,82210,1877507,44.68
HCLTECH,EQ,4-Jun-20,562.8,565,583.7,559,580.75,578.95,570.09,5315354,3030245420,157648,2313660,43.53
HCLTECH,EQ,5-Jun-20,578.95,585,587.15,572.5,575,575.95,577.45,3995825,2307377577,90192,1763915,44.14
HCLTECH,EQ,8-Jun-20,575.95,579.15,583.5,571.05,578,578.25,578.51,3772143,2182208882,84820,1782648,47.26
HCLTECH,EQ,9-Jun-20,578.25,574.15,583.6,570,570,572.85,576.99,3812757,2199937347,127861,2083688,54.65
HCLTECH,EQ,10-Jun-20,572.85,575,587.5,573.6,578,578.7,580.68,6491758,3769645787,93652,3691681,56.87
HCLTECH,EQ,11-Jun-20,578.7,580,584.9,574.1,576.25,578.05,579.16,4975680,2881695649,72961,3461257,69.56
HCLTECH,EQ,12-Jun-20,578.05,555.2,578.7,555.2,571,570.75,568.02,6624056,3762582706,118919,4578547,69.12
HCLTECH,EQ,15-Jun-20,570.75,574.8,581,563.7,579.25,578.95,574.52,3787100,2175760976,81883,1685663,44.51
HCLTECH,EQ,16-Jun-20,578.95,585,593.5,578.4,579.2,580.9,585.75,4728409,2769651589,92201,1598700,33.81
HCLTECH,EQ,17-Jun-20,580.9,580,581.85,573,575.6,575.85,577.87,3572362,2064352471,93262,2040417,57.12
HCLTECH,EQ,18-Jun-20,575.85,571.2,583.8,570.1,577.9,578.95,576.2,1918329,1105349681,48659,635265,33.12
HCLTECH,EQ,19-Jun-20,578.95,574,578,567.2,572,569.6,570.92,6182630,3529815539,76370,3865331,62.52
HCLTECH,EQ,22-Jun-20,569.6,575,576.65,565.4,569.95,569.6,571.13,2666303,1522815747,65666,1353750,50.77
HCLTECH,EQ,23-Jun-20,569.6,569.7,583.5,563.75,579,580.25,577.22,4522086,2610240460,106226,1028173,51.77
HCLTECH,EQ,24-Jun-20,580.25,575,579.8,554.4,561,559.6,566.23,5339903,3023591331,111222,2787822,52.21
HCLTECH,EQ,25-Jun-20,559.6,557.6,560.7,548,548.4,550.05,552.37,6353508,3509501267,111681,4003497,63.01
HCLTECH,EQ,26-Jun-20,550.05,550.05,573.9,545,562.8,562.4,562.18,7034881,3954869426,118617,3285060,46.7
HCLTECH,EQ,29-Jun-20,562.4,562,565.9,550.3,553,553.7,557.41,3857756,2150361999,99294,1803671,46.75
HCLTECH,EQ,30-Jun-20,553.7,558,560.8,553.25,557,556.85,556.7,3110587,1731648264,110486,1838881,59.12
HCLTECH,EQ,1-Jul-20,556.85,557.95,559.6,551,551.2,551.75,553.86,3004728,1664205948,61925,1729118,57.55
HCLTECH,EQ,2-Jul-20,551.75,555,572.4,552.9,570.95,569.2,564.57,5243654,2960414869,106497,2351675,44.85
HCLTECH,EQ,3-Jul-20,569.2,572,580.55,570.6,578.45,579.15,576.44,3735600,2153332392,53512,1353907,36.24
HCLTECH,EQ,6-Jul-20,579.15,579.15,589,577.25,578.55,578.7,584.08,3288423,1920685979,76889,1408206,42.82
HCLTECH,EQ,7-Jul-20,578.7,582,594.45,575.15,593,592.05,585.73,7255520,4249780978,120847,2947762,40.63
HCLTECH,EQ,8-Jul-20,592.05,594.75,594.75,573,574.45,574.9,580.07,4625061,2682849751,81989,2005758,43.37
HCLTECH,EQ,9-Jul-20,574.9,575.65,591.6,575,588,588.25,585.07,4807935,2812977216,73521,2499237,51.98
HCLTECH,EQ,10-Jul-20,588.25,588.25,588.55,579.85,582,582.25,583.68,2376908,1387350541,57166,971976,40.89
HCLTECH,EQ,13-Jul-20,582.25,585,605,583.35,604,602.6,597.94,5443995,3255206313,75578,1197298,21.99
HCLTECH,EQ,14-Jul-20,602.6,604.6,613.75,588.1,590.25,591.35,602.11,6212718,3740749507,101537,1207574,19.44
HCLTECH,EQ,15-Jul-20,591.35,593.65,627.95,592.5,618.95,615.2,616.35,9928037,6119148157,139453,2996904,30.19
HCLTECH,EQ,16-Jul-20,615.2,630,652.2,607.15,634,627.75,631.15,20771278,13109803014,304276,4958086,23.87
HCLTECH,EQ,17-Jul-20,627.75,629.5,644.65,613.4,624.7,623.15,630.82,26830689,16925468925,365141,3503426,13.06
HCLTECH,EQ,20-Jul-20,623.15,633,652,626.85,649.4,648.6,639.34,10543170,6740680411,178170,3265071,30.97
HCLTECH,EQ,21-Jul-20,648.6,652,662.35,643.3,652.3,652.35,652.33,8801064,5741191833,150497,3021322,34.33
HCLTECH,EQ,22-Jul-20,652.35,657,658,643.1,650.65,650.15,648.94,3837969,2490598440,72222,1026236,26.74
HCLTECH,EQ,23-Jul-20,650.15,650,656.95,643.55,650.95,652.85,651.15,3173126,2066179589,76991,953269,30.04
HCLTECH,EQ,24-Jul-20,652.85,641,684.8,640.9,683.5,679.95,665.76,12365729,8232573071,160216,3651246,29.53
HCLTECH,EQ,27-Jul-20,679.95,684,704.4,676.5,700.85,701.1,693.12,11349061,7866239652,206079,2637998,23.24
HCLTECH,EQ,28-Jul-20,701.1,702,716.05,695.7,711,712.45,706.79,8469643,5986235040,182016,2753238,32.51
HCLTECH,EQ,29-Jul-20,712.45,710,710.75,692.5,694.4,694.4,698.86,7142688,4991707651,121239,3689633,51.66
HCLTECH,EQ,30-Jul-20,694.4,698,712.55,692.65,696,695.45,704.44,7966921,5612223034,138161,3109461,39.03
HCLTECH,EQ,31-Jul-20,695.45,701.85,716.7,696,706,705.2,707.58,6322672,4473786956,115232,976633,15.45
HCLTECH,EQ,3-Aug-20,705.2,709.1,718,700.55,707.7,705.95,707.54,5546348,3924282898,102748,1897692,34.22
HCLTECH,EQ,4-Aug-20,705.95,709.5,711,687.05,692.5,692.65,693.47,6683186,4634576579,127895,2792574,41.79
HCLTECH,EQ,5-Aug-20,692.65,692.65,702.4,681,689.5,688.4,691.03,6052234,4182298932,92508,1796430,29.68
HCLTECH,EQ,6-Aug-20,688.4,692,707.6,686.4,703.4,704.9,699.71,5133012,3591600808,69136,1417266,27.61
HCLTECH,EQ,7-Aug-20,704.9,699.9,699.9,685,689.9,690.3,691.26,7371589,5095682984,96981,3393887,46.04
HCLTECH,EQ,10-Aug-20,690.3,694.95,694.95,685.1,693.25,692.05,690.25,3769575,2601948471,55235,1828355,48.5
HCLTECH,EQ,11-Aug-20,692.05,694,700.95,681.5,684,683.8,690.04,3956472,2730127037,55301,1533728,38.77
HCLTECH,EQ,12-Aug-20,683.8,680.6,719,677.05,715.65,717.1,704.18,13085422,9214491849,154176,4924999,37.64
HCLTECH,EQ,13-Aug-20,717.1,717,729,713.05,718.55,724.6,723.6,8850424,6404185127,105881,2789616,31.52
HCLTECH,EQ,14-Aug-20,724.6,727.9,727.9,707.25,708.95,709.1,715.41,3887303,2781032992,65815,1320368,33.97
HCLTECH,EQ,17-Aug-20,709.1,711.1,720.8,709.25,719,718.85,715.87,3344102,2393926077,86749,1296375,38.77
HCLTECH,EQ,18-Aug-20,718.85,718.95,721.7,712.4,714.8,714.45,716.61,3634311,2604383947,55841,2002825,55.11
HCLTECH,EQ,19-Aug-20,714.45,713.8,714.2,705,711,709.85,709.03,4858027,3444485076,69223,2184844,44.97
HCLTECH,EQ,20-Aug-20,709.85,708.5,715.85,706.05,709.8,710.1,710.84,3025769,2150840176,46933,1116815,36.91
HCLTECH,EQ,21-Aug-20,710.1,715,715,702.7,705.6,705.9,707.21,4164686,2945297038,64644,2147805,51.57
HCLTECH,EQ,24-Aug-20,705.9,706.05,708.45,695.6,707.9,705.7,702.77,4066936,2858138432,62460,1764814,43.39
HCLTECH,EQ,25-Aug-20,705.7,705,711.55,694.7,701,701.6,700.41,3982510,2789372798,61808,1841978,46.25
HCLTECH,EQ,26-Aug-20,701.6,704.7,717.75,697,713.5,712.8,709.35,4511551,3200252379,76393,1491500,33.06
HCLTECH,EQ,27-Aug-20,712.8,713.55,720,706.5,711.9,710.15,711.92,3917059,2788614388,62402,1784995,45.57
HCLTECH,EQ,28-Aug-20,710.15,713.7,716.65,703.2,705.55,706.45,709.69,5416682,3844192015,115684,2385918,44.05
HCLTECH,EQ,31-Aug-20,706.45,705,725,686,688.65,694.4,704.98,7787176,5489794793,140233,3098915,39.8
HCLTECH,EQ,1-Sep-20,694.4,695,704,682.4,692.25,689.6,695.04,6377322,4432514477,70102,2079031,32.6
HCLTECH,EQ,2-Sep-20,689.6,689.9,704.8,689.1,702.7,701.95,698.09,4090511,2855545337,69906,1706000,41.71
HCLTECH,EQ,3-Sep-20,701.95,704.8,716.4,697.6,707.8,706.75,708.45,5468161,3873914728,100811,2726008,49.85
HCLTECH,EQ,4-Sep-20,706.75,695.15,704.5,692.05,702,700.8,698.83,3354844,2344480521,49600,1477280,44.03
HCLTECH,EQ,7-Sep-20,700.8,696.35,712.4,689.05,707.05,708.8,702.03,4238823,2975801273,89393,1263444,29.81
HCLTECH,EQ,8-Sep-20,708.8,708.8,738.9,703.2,721.85,725.9,727.72,11522742,8385341842,186330,2280527,19.79
HCLTECH,EQ,9-Sep-20,725.9,712.1,730.9,710.2,722.6,721.95,721.31,5514179,3977432748,101369,1686948,30.59
HCLTECH,EQ,10-Sep-20,721.95,728.65,728.95,713.8,720.7,722.4,720.77,3366359,2426371004,67465,1288354,38.27
HCLTECH,EQ,11-Sep-20,722.4,712,734,710.15,720.05,721.65,723.23,7221687,5222954989,120764,2114049,29.27
HCLTECH,EQ,14-Sep-20,721.65,745,825.1,744.15,793,794.95,783.61,32312531,25320377282,415569,4486846,13.89
HCLTECH,EQ,15-Sep-20,794.95,791.05,809.85,783.05,791.8,792.7,795.47,14024787,11156311756,192773,2683002,19.13
HCLTECH,EQ,16-Sep-20,792.7,790.05,796.3,779.25,788.45,789.25,788.92,7471542,5894465481,168914,2895993,38.76
HCLTECH,EQ,17-Sep-20,789.25,794.95,817.5,789.5,806.3,808.3,807.67,19972987,16131626946,266753,2808136,14.06
HCLTECH,EQ,18-Sep-20,808.3,808.3,824,804,810,810.6,814.69,8847758,7208201598,134982,2514486,28.42
HCLTECH,EQ,21-Sep-20,810.6,823,849.9,793.45,801.15,802.6,830.79,24911675,20696285173,403669,3082914,12.38
HCLTECH,EQ,22-Sep-20,802.6,813.95,831.5,790.55,825.8,821,815.42,21882919,17843764685,399486,3386625,15.48
HCLTECH,EQ,23-Sep-20,821,832,844.8,810.15,815,814.1,827.51,18070371,14953462394,280008,3646062,20.18
HCLTECH,EQ,24-Sep-20,814.1,811,811.45,784,788,788.3,797.32,10553632,8414580212,165353,2775146,26.3
HCLTECH,EQ,25-Sep-20,788.3,795.25,836,792.6,830.1,827.7,821.94,19813372,16285368272,337042,2120908,10.7
HCLTECH,EQ,28-Sep-20,827.7,838.4,844.75,820.8,834,835.25,835.22,11146342,9309666829,180648,3412216,30.61
HCLTECH,EQ,29-Sep-20,835.25,837.4,841.1,810.2,815.35,812.75,825.53,10554255,8712807901,173071,3216406,30.47
HCLTECH,EQ,30-Sep-20,812.75,818,820.5,807.1,810,811.6,812.95,9470277,7698857124,173273,3805927,40.19
HCLTECH,EQ,1-Oct-20,811.6,819.9,820.95,811.2,813.7,812.95,815.73,4321350,3525035142,85705,1643182,38.02
HCLTECH,EQ,5-Oct-20,812.95,828.8,839.2,815.1,823.3,824.2,826.77,11890211,9830483481,174768,4830511,40.63
HCLTECH,EQ,6-Oct-20,824.2,830,834.5,822.7,828,829.15,828.17,7848520,6499912047,121003,3285334,41.86
HCLTECH,EQ,7-Oct-20,829.15,830,830.6,823,829.9,828.05,826.72,6980002,5770534151,118532,3597370,51.54
HCLTECH,EQ,8-Oct-20,828.05,857.5,879,844.5,849.5,849.55,862.06,25860578,22293263288,347607,8916746,34.48
HCLTECH,EQ,9-Oct-20,849.55,852.9,862.5,849.3,857,855.75,856.14,7286954,6238655498,116290,2614159,35.87
HCLTECH,EQ,12-Oct-20,855.75,860.8,871.95,857.15,866.2,865.8,864.97,8717565,7540451283,117629,3622810,41.56
HCLTECH,EQ,13-Oct-20,865.8,866.3,906.6,863.3,900.9,900.4,892.77,18948688,16916814840,230425,3777633,19.94
HCLTECH,EQ,14-Oct-20,900.4,904,910.7,882,887,890.45,893.4,15441223,13795233299,191846,4692865,30.39
HCLTECH,EQ,15-Oct-20,890.45,899.95,903.7,833.45,863.45,860,864,15648849,13520650712,233161,3534511,22.59
HCLTECH,EQ,16-Oct-20,860,859,877,820.6,830.05,827.15,836.13,28983265,24233758850,413675,4612604,15.91
HCLTECH,EQ,19-Oct-20,827.15,839.8,861.7,833,846.95,844.75,848.3,15671737,13294274080,258268,3766826,24.04
HCLTECH,EQ,20-Oct-20,844.75,846.95,886,843.6,881,879.65,875.71,21564064,18883832254,291297,5543370,25.71
HCLTECH,EQ,21-Oct-20,879.65,881,891.65,860,866,871.05,874.89,11162084,9765638802,155501,2598830,23.28
HCLTECH,EQ,22-Oct-20,871.05,858.9,878,851.55,866,866.25,866.76,9607800,8327620041,168926,3455330,35.96
HCLTECH,EQ,23-Oct-20,866.25,871,875.45,850.6,852.5,852.45,860.3,5447502,4686496350,115601,1678794,30.82
HCLTECH,EQ,26-Oct-20,852.45,853,860.9,842.05,847.45,847.8,852.83,6614014,5640636211,120624,1935295,29.26
HCLTECH,EQ,27-Oct-20,847.8,848.95,857.45,838.7,850,847.25,846.32,5807905,4915324317,109755,2185781,37.63
HCLTECH,EQ,28-Oct-20,847.25,852,852,821.6,829.9,829.6,833.36,6853043,5711054678,139980,2092608,30.54
HCLTECH,EQ,29-Oct-20,829.6,825,842.5,818.95,836.4,840.05,833.08,6691023,5574154055,116800,2006222,29.98
HCLTECH,EQ,30-Oct-20,840.05,842.8,859.7,833,844.75,841.95,846.09,8727295,7384043619,134890,2721901,31.19
HCLTECH,EQ,2-Nov-20,841.95,841.95,843.85,819.2,822.15,822.4,825.74,5953172,4915797447,111715,2486530,41.77
HCLTECH,EQ,3-Nov-20,822.4,828,832,812.35,813.5,814.05,821.95,7011687,5763248342,140829,3162215,45.1
HCLTECH,EQ,4-Nov-20,814.05,812.2,841.75,810.6,817.95,815.15,824.78,10077502,8311730455,206966,3282751,32.58
HCLTECH,EQ,5-Nov-20,815.15,834,851.1,830.05,845,842.9,841.02,8903859,7488298538,156095,2434153,27.34
HCLTECH,EQ,6-Nov-20,842.9,846,855.8,836.4,854.8,850.1,843.11,5871913,4950663909,113621,2072252,35.29
HCLTECH,EQ,9-Nov-20,850.1,866.8,872.8,847.1,858.95,855,856.87,7505062,6430873335,141970,1598782,21.3
HCLTECH,EQ,10-Nov-20,855,848.5,848.5,805.75,812.15,809.7,819.11,10397497,8516693853,230164,3525031,33.9
HCLTECH,EQ,11-Nov-20,809.7,813,829,805.35,827,826.05,816.15,9779484,7981504358,209931,3684201,37.67
HCLTECH,EQ,12-Nov-20,826.05,827.15,837,822,824.8,824.7,827.32,4699639,3888103545,143412,1573995,33.49
HCLTECH,EQ,13-Nov-20,824.7,822.9,831.45,818.15,827.85,828.1,826.38,3918289,3238010485,67486,1213640,30.97
HCLTECH,EQ,14-Nov-20,828.1,834,834,829,830.5,830.5,831.16,475390,395126484.6,16338,184801,38.87
HCLTECH,EQ,17-Nov-20,830.5,837.95,837.95,814,816.2,815,818.56,5977903,4893292336,121111,2813891,47.07
HCLTECH,EQ,18-Nov-20,815,819,819.9,800.25,814,814.3,808.06,5816221,4699836405,132705,2252640,38.73
HCLTECH,EQ,19-Nov-20,814.3,815,820.45,803,804.6,804.55,811.27,7170339,5817114545,121823,2904711,40.51
HCLTECH,EQ,20-Nov-20,804.55,813.95,823.5,804,820,819.25,816.68,7455575,6088810391,123101,2452646,32.9
HCLTECH,EQ,23-Nov-20,819.25,825,842,816.25,838.5,839.2,832.35,7116516,5923458912,139507,2607441,36.64
HCLTECH,EQ,24-Nov-20,839.2,843.9,857.4,835.35,841,840.5,847.95,8465615,7178405737,169850,2882146,34.05
HCLTECH,EQ,25-Nov-20,840.5,840.5,846,822.5,825,824.7,829.08,5610232,4651324787,124023,2224611,39.65
HCLTECH,EQ,26-Nov-20,824.7,824.1,845,819.6,841.2,842.05,834.43,8414555,7021383074,138751,2752455,32.71
HCLTECH,EQ,27-Nov-20,842.05,842,847.8,814.35,823.15,822.1,827.29,11723771,9698926530,154427,6387431,54.48
HCLTECH,EQ,1-Dec-20,822.1,824,835.7,815.1,835,834.1,825.89,8078785,6672227500,170411,3862085,47.81
HCLTECH,EQ,2-Dec-20,834.1,836.15,847.45,831.3,844,843.15,839.26,7062229,5927067927,174376,3252973,46.06
HCLTECH,EQ,3-Dec-20,843.15,848.5,864,843.3,862.05,862.2,857.58,9633229,8261241361,149310,5415957,56.22
HCLTECH,EQ,4-Dec-20,862.2,866,867.85,854.45,858,858.5,860.55,5577388,4799641241,147987,2412945,43.26
HCLTECH,EQ,7-Dec-20,858.5,858,859.95,850.4,855,855.3,854.22,5314265,4539560113,83690,2665422,50.16
HCLTECH,EQ,8-Dec-20,855.3,859,875.7,856,863.2,863.8,865.6,8722526,7550238411,190746,2994089,34.33
HCLTECH,EQ,9-Dec-20,863.8,866.1,880,864.1,871.35,870.55,874.48,5952003,5204889087,122920,2424014,40.73
HCLTECH,EQ,10-Dec-20,870.55,870.55,877.8,865,869.5,866.75,869.9,4641898,4037996034,98691,1835828,39.55
HCLTECH,EQ,11-Dec-20,866.75,871,881.8,855.2,865.15,862.25,867.59,5637035,4890608093,123619,2055758,36.47
HCLTECH,EQ,14-Dec-20,862.25,866.1,875.65,858.1,873.7,873,866.62,5143894,4457809158,114180,2491901,48.44
HCLTECH,EQ,15-Dec-20,873,874.7,889,870,885.1,886,883.14,7527270,6647642108,144698,3378280,44.88
HCLTECH,EQ,16-Dec-20,886,886.25,892,878.45,882,885.05,883.95,4378179,3870092024,105667,1891475,43.2
HCLTECH,EQ,17-Dec-20,885.05,887,887,877,878,879.35,882.14,4863371,4290169955,133920,2865075,58.91
HCLTECH,EQ,18-Dec-20,879.35,894.75,905,886.65,890.35,890.65,897.36,11568187,10380782845,196000,3667745,31.71
HCLTECH,EQ,21-Dec-20,890.65,886.65,910.5,850,872,870.45,892.43,8875855,7921082596,201257,3359266,37.85
HCLTECH,EQ,22-Dec-20,870.45,879.15,919.25,872,917,913.8,892.93,10251896,9154186078,196248,2464715,24.04
HCLTECH,EQ,23-Dec-20,913.8,920,935,914.8,921.9,922.6,925.27,10723068,9921735581,176400,2681683,25.01
HCLTECH,EQ,24-Dec-20,922.6,927.95,928.25,910.7,917,919.35,919.19,4390561,4035768678,85401,1482546,33.77
HCLTECH,EQ,28-Dec-20,919.35,925,927.5,913.5,922.7,921.8,921.16,3884750,3578479998,88769,1484793,38.22
HCLTECH,EQ,29-Dec-20,921.8,929,945,925.25,936,935.9,936.61,6760167,6331637871,121535,1939725,28.69
HCLTECH,EQ,30-Dec-20,935.9,938,950,931,941.15,940.7,940.88,6382809,6005437042,129019,1795890,28.14
HCLTECH,EQ,31-Dec-20,940.7,939.05,949.85,935,946.4,946.15,942.19,3468390,3267889419,63219,1199748,34.59
HCLTECH,EQ,1-Jan-21,946.15,942,955.5,942,950.25,950.5,950.65,3142822,2987712518,52922,650483,20.7
HCLTECH,EQ,4-Jan-21,950.5,959,984.7,952.65,978.3,980.4,968.71,5259092,5094523211,96212,1516329,28.83
HCLTECH,EQ,5-Jan-21,980.4,967.2,995.8,967.2,992.5,991.35,985.02,7150252,7043170177,121058,2090745,29.24
HCLTECH,EQ,6-Jan-21,991.35,997.9,998,966.1,976,978.2,984.98,5995748,5905668068,142578,1618747,27
HCLTECH,EQ,7-Jan-21,978.2,988,988.2,959.4,963.9,962.55,969.71,5261000,5101642455,104038,2179991,41.44
HCLTECH,EQ,8-Jan-21,962.55,974.9,1003.5,970,994.15,994.65,986.68,8034775,7927736979,112810,2810366,34.98
HCLTECH,EQ,11-Jan-21,994.65,1015,1059.05,1008,1053.25,1055.1,1033.95,13384331,13838751594,259727,3310390,24.73
HCLTECH,EQ,12-Jan-21,1055.1,1052,1065.05,1038.7,1064,1062.1,1049.24,6700542,7030502202,183794,2256014,33.67
HCLTECH,EQ,13-Jan-21,1062.1,1064,1067,1041,1057,1055.95,1054.37,6691409,7055244430,139957,2642687,39.49
HCLTECH,EQ,14-Jan-21,1055.95,1049,1049,1006.6,1031,1027.7,1026.49,15021108,15419088647,349280,6044427,40.24
HCLTECH,EQ,15-Jan-21,1027.7,1047.65,1052.85,984,989,989.8,1009.81,23769415,24002697489,463474,6898115,29.02
HCLTECH,EQ,18-Jan-21,989.8,1000,1004.95,976.9,978.1,981.5,990.09,12947569,12819240555,256612,3795828,29.32
HCLTECH,EQ,19-Jan-21,981.5,988,997,979.35,987,983.85,985.98,6387923,6298346813,168528,2324669,36.39
HCLTECH,EQ,20-Jan-21,983.85,991.75,1009.65,987.55,997.5,999.25,1001.18,7444118,7452887783,153672,2855089,38.35
HCLTECH,EQ,21-Jan-21,999.25,1009,1020,982.95,991.5,993.3,1003.92,8857975,8892726374,185089,3298387,37.24
HCLTECH,EQ,22-Jan-21,993.3,991.7,1004,981.4,985.95,985.8,990,5379466,5325689213,182218,2499181,46.46
HCLTECH,EQ,25-Jan-21,985.8,997,997,941,948,947.5,966.54,7731883,7473144667,325690,3314036,42.86
HCLTECH,EQ,27-Jan-21,947.5,952.1,963.25,942.5,957.4,955.5,955.55,7531736,7196966518,247705,3221736,42.78
HCLTECH,EQ,28-Jan-21,955.5,948.8,952.4,930.1,932,933.95,941.03,6960905,6550446435,191909,3198715,45.95
HCLTECH,EQ,29-Jan-21,933.95,941,949.5,909.5,914.5,914,927.73,7692663,7136714193,160581,3442797,44.75
HCLTECH,EQ,1-Feb-21,914,919,933.75,896.35,932.1,928.35,915.3,8651478,7918681533,208551,4001582,46.25
HCLTECH,EQ,2-Feb-21,928.35,947,963,935.55,956.1,954.65,948.74,7690178,7296013605,152162,3437900,44.71
HCLTECH,EQ,3-Feb-21,954.65,966,973.3,952.55,961.95,959.9,964.84,6354619,6131162758,142811,2857279,44.96
HCLTECH,EQ,4-Feb-21,959.9,964.7,970.45,950.15,957,957.65,959.52,4623148,4435996887,129604,1939632,41.95
HCLTECH,EQ,5-Feb-21,957.65,960.8,963.9,940.05,947.85,946.15,949.12,4631703,4396026613,104547,1957789,42.27
HCLTECH,EQ,8-Feb-21,946.15,955,964.4,941.35,959.5,957.75,954.03,6509526,6210315010,172264,2599006,39.93
HCLTECH,EQ,9-Feb-21,957.75,965,981.9,946.6,955,951.6,966.24,7557977,7302790839,147283,2150239,28.45
HCLTECH,EQ,10-Feb-21,951.6,955.05,965.1,946.15,960.7,959.45,955.87,4896963,4680840478,113186,1728568,35.3
HCLTECH,EQ,11-Feb-21,959.45,959.45,972.5,953.05,972,970.4,964.93,3745595,3614239422,107544,1333671,35.61
HCLTECH,EQ,12-Feb-21,970.4,975,986.5,957.6,962.8,960.4,974.32,8045740,7839128739,152352,1838062,22.85
HCLTECH,EQ,15-Feb-21,960.4,970,971.25,950.1,955.8,954.65,957.08,4643228,4443954017,196711,1883653,40.57
HCLTECH,EQ,16-Feb-21,954.65,957,962.25,944.1,953.2,952.3,952.29,3277086,3120729722,100939,1081792,33.01
HCLTECH,EQ,17-Feb-21,952.3,952,958.4,941,943,943.2,946.95,3643176,3449887496,98699,1551623,42.59
HCLTECH,EQ,18-Feb-21,943.2,944,956.75,938.35,950,948.1,947.26,5133094,4862356031,160532,2427129,47.28
HCLTECH,EQ,19-Feb-21,948.1,950,958,944.45,949.9,950.15,951.79,5494816,5229937783,127863,2041991,37.16
HCLTECH,EQ,22-Feb-21,950.15,949.5,951.45,916.05,918.6,920.15,930.32,5043203,4691780610,154368,2073660,41.12
HCLTECH,EQ,23-Feb-21,920.15,924,930,906.55,911.45,909.95,916.56,5916942,5423238919,154991,2659120,44.94
HCLTECH,EQ,24-Feb-21,909.95,918,919.45,905.5,913,916,913.47,3435827,3138512396,97531,1484104,43.19
HCLTECH,EQ,25-Feb-21,916,925.9,934.05,922.15,931.8,929.25,929.63,6234947,5796172593,203430,4088415,65.57
HCLTECH,EQ,26-Feb-21,929.25,908,925,905.1,911,909.45,914.25,9198218,8409490273,215577,5082547,55.26
HCLTECH,EQ,1-Mar-21,909.45,916,934.45,915.65,931,930.35,929.18,5397960,5015649591,133976,2777607,51.46
HCLTECH,EQ,2-Mar-21,930.35,933.85,957.9,928.6,952,953.75,945.4,6715548,6348872637,141499,2925252,43.56
HCLTECH,EQ,3-Mar-21,953.75,965,968,947,963.35,965.25,959.91,5742015,5511805742,123910,2663131,46.38
HCLTECH,EQ,4-Mar-21,965.25,952,969.9,951.35,960.25,958,961.42,6268541,6026676810,140258,2769131,44.18
HCLTECH,EQ,5-Mar-21,958,956.1,972,936.3,943.75,941.5,958.3,5992152,5742263105,122836,2359058,39.37
HCLTECH,EQ,8-Mar-21,941.5,952.5,973,944,964.1,961.9,962.03,5621823,5408357440,112495,2006147,35.68
HCLTECH,EQ,9-Mar-21,961.9,964.1,976.9,949.1,976.1,973.15,964.46,5440319,5246947171,142977,2873015,52.81
HCLTECH,EQ,10-Mar-21,973.15,985.7,995.1,979.7,987,988.5,988.27,7694950,7604716574,183049,2968905,38.58
HCLTECH,EQ,12-Mar-21,988.5,988.5,1002.8,973.6,980,979.25,989.42,6447010,6378779712,189085,2999479,46.53
HCLTECH,EQ,15-Mar-21,979.25,977.5,994.35,967.35,992.85,992.35,987.45,5321081,5254306042,141690,2406753,45.23
HCLTECH,EQ,16-Mar-21,992.35,993,1018.8,990.45,1008.05,1007.25,1008.92,8094575,8166798678,180173,3657490,45.18
HCLTECH,EQ,17-Mar-21,1007.25,1012,1023.9,982.7,990.5,987.45,1005.8,6758901,6798122996,166390,3002221,44.42
HCLTECH,EQ,18-Mar-21,987.45,995,999.75,932.4,953.15,947.75,965.46,8269566,7983906382,187399,3152298,38.12
HCLTECH,EQ,19-Mar-21,947.75,950,969,937.7,962,960.45,959.16,9004154,8636397808,173072,3079837,34.2
